# PC88Behavior バスアクセス採取結果
# 記録しているのはアドレスとアクセス種別のみ。ROM の内容は含まない。

core      : $WORKDIR/vendor/quasi88-libretro/quasi88_libretro.dylib
  7325-7326  (2)
  7328-7328  (1)
  732A-732B  (2)
  732D-732D  (1)
  732F-7330  (2)
  7332-7332  (1)
  7335-7336  (2)
  7339-733A  (2)
  733C-733D  (2)
  733F-7340  (2)
  7342-7347  (6)
  7550-7551  (2)
  7553-7554  (2)
  7556-7557  (2)
  7559-755A  (2)
  755C-755D  (2)
  755F-7560  (2)
  7562-7563  (2)
  7565-7565  (1)
  7568-7569  (2)
  756B-756C  (2)
  756E-756F  (2)
  7572-7573  (2)
  7575-7576  (2)
  7579-757A  (2)
  7580-7581  (2)
  7583-7584  (2)
  7587-7588  (2)
  758B-758B  (1)
  758D-758D  (1)
  7592-7592  (1)
  7594-7594  (1)
  75A0-75A0  (1)
  75A2-75A2  (1)
  75A4-75A5  (2)
  75A8-75AB  (4)
  75AD-75AE  (2)
  75B0-75B3  (4)
  75B5-75CA  (22)
  75CE-75D3  (6)
  75D5-75D6  (2)
  75D8-75D8  (1)
  75DA-75DB  (2)
  7635-7646  (18)
  7753-7753  (1)
  7755-7755  (1)
  7781-7782  (2)
  779D-779E  (2)
  77A1-77A1  (1)
  77F8-77F8  (1)
  77FA-77FA  (1)
  77FC-77FC  (1)
  7800-7800  (1)
  7804-7805  (2)
  780B-780B  (1)
  780E-780E  (1)
  7821-7822  (2)
  7826-7827  (2)
  7829-782A  (2)
  782C-782D  (2)
  782F-7830  (2)
  7832-7833  (2)
  7835-7836  (2)
  7838-7839  (2)
  783D-783E  (2)
  7840-7841  (2)
  7843-7844  (2)
  7846-7847  (2)
  784B-784C  (2)
  784F-7850  (2)
  7852-7852  (1)
  7855-7855  (1)
  7857-7858  (2)
  785B-785C  (2)
  785E-785F  (2)
  7861-7862  (2)
  7864-7865  (2)
  7867-7868  (2)
  786A-786B  (2)
  786D-786E  (2)
  7870-7871  (2)
  7873-7874  (2)
  7876-7877  (2)
  7879-787A  (2)
  787D-787D  (1)
  7881-7882  (2)
  7884-7885  (2)
  788A-788A  (1)
  788C-788D  (2)
  7893-7894  (2)
  789C-789D  (2)
  78A1-78A2  (2)
  78A4-78A4  (1)
  78A6-78A7  (2)
  78AB-78AC  (2)
  78AE-78AF  (2)
  78B1-78B2  (2)
  78B8-78B8  (1)
  78C0-78C0  (1)
  78C4-78C5  (2)
  78CC-78CC  (1)
  78D0-78D1  (2)
  78D3-78D4  (2)
  78D7-78D8  (2)
  78DA-78DB  (2)
  78E0-78E0  (1)
  78E5-78E6  (2)
  78EC-78ED  (2)
  78EF-78F0  (2)
  78F3-78F3  (1)
  7904-7905  (2)
  7907-7908  (2)
  790D-790E  (2)
  7911-7912  (2)
  7916-7917  (2)
  7919-791A  (2)
  7926-7926  (1)
  792F-792F  (1)
  7932-7932  (1)
  7936-7937  (2)
  7942-7943  (2)
  7946-7947  (2)
  7949-794A  (2)
  794D-794E  (2)
  7950-7951  (2)
  7953-7954  (2)
  7956-7957  (2)
  7959-795A  (2)
  795D-795E  (2)
  7965-7965  (1)
  796A-796E  (5)
  7975-7976  (2)
  7978-7979  (2)
  797B-797C  (2)
  797E-797F  (2)
  7981-7982  (2)
  7984-7998  (21)
  799A-799B  (2)
  799D-799E  (2)
  79A0-79A1  (2)
  79A3-79A3  (1)
  79A9-79A9  (1)
  79AC-79AD  (2)
  79B2-79BD  (12)
  79D9-79FB  (35)
  7EF4-7EF4  (1)
  7EF6-7EF6  (1)
  7EF8-7EF8  (1)
  7EFA-7EFB  (2)
  7EFD-7EFD  (1)
  7F04-7F05  (2)
  7F08-7F08  (1)
  7F33-7F33  (1)
  7F38-7F38  (1)
  7F45-7F45  (1)
  7F47-7F47  (1)
  7F93-7FA2  (16)
  7FFE-804E  (81)
  8500-8502  (3)
  8ABA-8AFF  (70)
  C000-FFF7  (16376)
[メインCPU 書き込まれた番地]
  0000-0800  (2049)
  7FFF-8002  (4)
  847D-8481  (5)
  84A2-84A2  (1)
  84B0-84B0  (1)
  84B3-84B3  (1)
  84B6-84B6  (1)
  84B9-84B9  (1)
  84BE-84C0  (3)
  8500-8502  (3)
  8509-8509  (1)
  8ABA-8AFF  (70)
  C000-FFF8  (16377)
[メインCPU 入力された I/O ポート]
  0000-000B  (12)
  0030-0032  (3)
  0040-0040  (1)
  0051-0051  (1)
  0070-0071  (2)
  00F4-00F4  (1)
  00F8-00F8  (1)
  00FC-00FC  (1)
  00FE-00FE  (1)
[メインCPU 出力された I/O ポート]
  0010-0010  (1)
  0030-0032  (3)
  0040-0040  (1)
  0050-0051  (2)
  0053-005F  (13)
  0064-0065  (2)
  0068-0068  (1)
  0070-0071  (2)
  00C1-00C1  (1)
  00C3-00C3  (1)
  00C8-00C8  (1)
  00CA-00CA  (1)
  00E2-00E4  (3)
  00E6-00E6  (1)
  00EB-00EB  (1)
  00F8-00F8  (1)
  00FD-00FD  (1)
  00FF-00FF  (1)

[サブCPU] 総アクセス回数: exec=1555544 read=443542 write=34284 in=32921 out=8275

[サブCPU 実行された番地 (fetch)]
  0000-0000  (1)
  0010-0010  (1)
  0018-0018  (1)
  0020-0020  (1)
  002D-002D  (1)
  007E-007E  (1)
  0081-0081  (1)
  0084-0084  (1)
  0087-0087  (1)
  008A-008A  (1)
  008D-008D  (1)
  0090-0090  (1)
  0092-0092  (1)
  0095-0095  (1)
  0097-0097  (1)
  009A-009B  (2)
  009E-009E  (1)
  00A1-00A1  (1)
  00A4-00A4  (1)
  00A7-00A7  (1)
  00A9-00AB  (3)
  00AD-00AE  (2)
  00B1-00B1  (1)
  00B3-00B3  (1)
  00B5-00B5  (1)
  00B7-00B7  (1)
  00B9-00B9  (1)
  00BB-00BB  (1)
  00BD-00BE  (2)
  00C1-00C1  (1)
  00C4-00C4  (1)
  00C7-00C8  (2)
  00CA-00CC  (3)
  00CE-00D0  (3)
  00D2-00D3  (2)
  00E8-00E9  (2)
  00EC-00ED  (2)
  00EF-00F1  (3)
  00F4-00F5  (2)
  00F7-00F7  (1)
  00F9-00F9  (1)
  00FB-00FB  (1)
  00FE-00FE  (1)
  0100-0100  (1)
  0103-0103  (1)
  0105-0105  (1)
  0108-0108  (1)
  010A-010A  (1)
  010D-010E  (2)
  0111-0112  (2)
  0114-011A  (7)
  015D-015D  (1)
  015F-0160  (2)
  0162-0163  (2)
  0165-0166  (2)
  0168-0168  (1)
  016B-016B  (1)
  016D-016D  (1)
  0170-0170  (1)
  0172-0174  (3)
  0177-0179  (3)
  017B-017B  (1)
  017D-017D  (1)
  0180-0180  (1)
  0182-0182  (1)
  0185-0187  (3)
  018A-018B  (2)
  018E-018F  (2)
  0191-0192  (2)
  0194-0197  (4)
  0199-019B  (3)
  019D-019D  (1)
  01A0-01A3  (4)
  01A5-01A5  (1)
  01A8-01AB  (4)
  01AD-01AF  (3)
  01B2-01B2  (1)
  01B4-01B7  (4)
  01B9-01B9  (1)
  01BC-01BE  (3)
  01C1-01C2  (2)
  01C5-01C6  (2)
  01CC-01CF  (4)
  01D1-01D2  (2)
  01D5-01D5  (1)
  01D7-01D9  (3)
  01DC-01DE  (3)
  01E1-01E6  (6)
  0263-0265  (3)
  0268-0269  (2)
  026C-026C  (1)
  026F-0271  (3)
  0273-0275  (3)
  027A-027A  (1)
  027D-0281  (5)
  0284-0286  (3)
  0288-028A  (3)
  028C-028C  (1)
  028F-0291  (3)
  0293-0297  (5)
  029A-029A  (1)
  029C-029D  (2)
  029F-029F  (1)
  02A1-02A1  (1)
  02A3-02A4  (2)
  02A7-02A8  (2)
  02AA-02AA  (1)
  02AC-02AC  (1)
  02AE-02AE  (1)
  02B0-02B1  (2)
  02B3-02B4  (2)
  02B7-02B8  (2)
  02BB-02BE  (4)
  02C0-02C1  (2)
  02D5-02D5  (1)
  02D7-02D7  (1)
  02DA-02DA  (1)
  02DD-02DE  (2)
  02E1-02E1  (1)
  02E3-02E3  (1)
  02E6-02E6  (1)
  02E8-02ED  (6)
  02EF-02EF  (1)
  02F2-02F2  (1)
  02F5-02F5  (1)
  02F7-02F7  (1)
  02FA-02FB  (2)
  02FE-0300  (3)
  0302-0302  (1)
  0304-0304  (1)
  0306-0306  (1)
  0308-030D  (6)
  0316-0316  (1)
  0318-0318  (1)
  0332-0332  (1)
  0334-033C  (9)
  033F-033F  (1)
  0341-0343  (3)
  035B-035D  (3)
  0360-0368  (9)
  036E-036E  (1)
  0370-0370  (1)
  0373-0374  (2)
  03E9-03E9  (1)
  03EB-03EE  (4)
  03F1-03F1  (1)
  03F4-03F5  (2)
  03F8-03F9  (2)
  03FC-0403  (8)
  0405-0406  (2)
  0408-0409  (2)
  040B-040B  (1)
  040E-040E  (1)
  0411-0415  (5)
  0417-041B  (5)
  041E-0425  (8)
  0428-0428  (1)
  042A-042F  (6)
  0432-0435  (4)
  0437-0437  (1)
  048C-048C  (1)
  048F-0490  (2)
  0493-0493  (1)
  0496-0497  (2)
  0499-0499  (1)
  049C-049C  (1)
  049F-049F  (1)
  04A1-04A1  (1)
  04A3-04A3  (1)
  04A5-04A5  (1)
  04A8-04A8  (1)
  04DE-04E0  (3)
  04E3-04E4  (2)
  04EA-04EB  (2)
  04ED-04ED  (1)
  04F0-04F1  (2)
  04F4-04F6  (3)
  04F8-04F9  (2)
  04FC-04FD  (2)
  04FF-0500  (2)
  0502-0502  (1)
  0505-0505  (1)
  0507-0507  (1)
  050A-050B  (2)
  050E-050E  (1)
  0511-0511  (1)
  0514-0514  (1)
  052F-052F  (1)
  0532-0539  (8)
  056C-056C  (1)
  056F-0570  (2)
  05BC-05BD  (2)
  05C0-05C0  (1)
  05C3-05C3  (1)
  05C5-05CB  (7)
  05CD-05CD  (1)
  06A6-06B3  (14)
  06C9-06C9  (1)
  06CC-06CD  (2)
  06CF-06CF  (1)
  06D1-06D1  (1)
  06D3-06D3  (1)
  06D5-06D5  (1)
  06D7-06D9  (3)
  06DB-06DB  (1)
  06DD-06DD  (1)
  06DF-06E1  (3)
  06E3-06E5  (3)
  06E8-06EC  (5)
  06EF-06EF  (1)
  06F1-06F1  (1)
  06F3-06F3  (1)
  06F5-06F5  (1)
  06F7-06F8  (2)
  06FA-06FA  (1)
  06FC-06FC  (1)
  06FE-0700  (3)
  0702-0704  (3)
  0707-0707  (1)
  0709-0709  (1)
  070B-070B  (1)
  070D-0710  (4)
  0712-0714  (3)
  0716-0718  (3)
  071B-071B  (1)
  071D-071E  (2)
  0720-0720  (1)
  0722-0722  (1)
  0724-0724  (1)
  0726-0728  (3)
  072A-072C  (3)
  072F-072F  (1)
  0731-0731  (1)
  0733-0733  (1)
  0735-0735  (1)
  0737-073C  (6)
  073F-073F  (1)
  077B-077B  (1)
  077D-077F  (3)
  0781-0783  (3)
  0786-0786  (1)
  0788-0789  (2)
  078B-078C  (2)
  078E-078E  (1)
  0790-0790  (1)
  0792-0794  (3)
  0796-0798  (3)
  079B-079B  (1)
  079D-079E  (2)
  07A0-07A1  (2)
  07A3-07A3  (1)
  07A5-07A5  (1)
  07A7-07AC  (6)
  07AF-07AF  (1)
  07B1-07B1  (1)
  07D6-07D6  (1)
  07D9-07DA  (2)
  07DD-07DD  (1)
  07DF-07DF  (1)
  07E1-07E2  (2)
  51E2-51E2  (1)
  51E5-51E5  (1)
  51E8-51E8  (1)
  51EB-51EB  (1)
  51ED-51F1  (5)
  51F3-51F3  (1)
  51F6-51F6  (1)
  51F9-51F9  (1)
  51FC-5200  (5)
  5202-5202  (1)
  5204-5204  (1)
  5206-5207  (2)
  520A-520A  (1)
  520D-520D  (1)
  5244-524D  (10)
  5250-5253  (4)
  5255-5257  (3)
  5259-5261  (9)
  5263-5264  (2)
  5266-5268  (3)
  526A-526C  (3)
  526E-5270  (3)
  5272-5273  (2)
  5275-527D  (9)
  527F-529C  (30)
  529F-52A9  (11)
  52AB-52B4  (10)
  52B6-52B7  (2)
  5500-5500  (1)
  5503-5503  (1)
  5506-5506  (1)
  5509-5509  (1)
  550C-550C  (1)
  550F-5510  (2)
  5525-5544  (32)
  554C-554C  (1)
  554E-554E  (1)
  5551-5551  (1)
  5554-5554  (1)
  5557-5557  (1)
  555A-555A  (1)
  555D-555E  (2)
  5561-5561  (1)
  5563-5563  (1)
  5566-5579  (20)
  557B-557B  (1)
  557D-557D  (1)
  5580-5581  (2)
  5583-5583  (1)
  5586-5587  (2)
  558A-558D  (4)
  5597-5597  (1)
  5599-559A  (2)
  559C-559C  (1)
  559F-559F  (1)
  55A8-55AC  (5)
  55AF-55AF  (1)
  55B2-55B2  (1)
  55B5-55B6  (2)
  55B9-55B9  (1)
  55BB-55BB  (1)
  55BE-55BE  (1)
  55C7-55C8  (2)
  55CB-55CB  (1)
  55CE-55DC  (15)
  55DE-55DE  (1)
  55E0-55E0  (1)
  55E2-55E2  (1)
  55E4-55E4  (1)
  55E6-55EE  (9)
  55F0-55F0  (1)
  55F2-55F2  (1)
  55F4-55F4  (1)
  55F7-5603  (13)
  5605-5605  (1)
  5607-560A  (4)
  560D-5614  (8)
  5617-5617  (1)
  5619-5619  (1)
  561B-561B  (1)
  561E-5620  (3)
  5622-5626  (5)
  5628-5628  (1)
  562B-562D  (3)
  562F-5631  (3)
  5633-5633  (1)
  5635-5635  (1)
  5637-563B  (5)
  5641-5641  (1)
  5644-5645  (2)
  5647-5647  (1)
  5649-564B  (3)
  564D-565E  (18)
  5660-5663  (4)
  5665-5669  (5)
  690B-690B  (1)
  690E-690E  (1)
  6915-6915  (1)
  6917-6917  (1)
  691A-691A  (1)
  691D-691D  (1)
  6920-6920  (1)
  6923-6923  (1)
  6926-6926  (1)
  6929-6929  (1)
  692B-692B  (1)
  692E-692E  (1)
  6931-6931  (1)
  6934-6934  (1)
  6937-6937  (1)
  693A-693A  (1)
  693D-693D  (1)
  693F-693F  (1)
  6942-6942  (1)
  6945-6945  (1)
  6948-694A  (3)
  694C-694F  (4)
  6951-6952  (2)
  6955-6955  (1)
  6958-6959  (2)
  695C-695C  (1)
  695F-695F  (1)
  6961-6961  (1)
  6964-6964  (1)
  6966-6966  (1)
  6969-6969  (1)
  696C-6971  (6)
  6976-697B  (6)
  697E-6983  (6)
  6985-6986  (2)
  6988-6989  (2)
  698B-698D  (3)
  698F-6990  (2)
  6992-6998  (7)
  699A-69B1  (24)
  69B4-69D1  (30)
  69D3-69D4  (2)
  69D7-69D8  (2)
  7000-7001  (2)
  7004-7005  (2)
  7007-7007  (1)
  700C-700C  (1)
  700E-700E  (1)
  7010-7011  (2)
  7014-7014  (1)
  7016-701D  (8)
  7020-7020  (1)
  7041-7041  (1)
  7044-7044  (1)
  7047-7047  (1)
  704A-704A  (1)
  704C-704F  (4)
  7051-7051  (1)
  7073-7073  (1)
  7076-7076  (1)
  7079-7079  (1)
  707B-707C  (2)
  707F-707F  (1)
  7082-7082  (1)
  7085-7085  (1)
  7087-708A  (4)
  708D-7090  (4)
  7092-7093  (2)
  7095-7096  (2)
  7098-7099  (2)
  709B-709C  (2)
  709E-709E  (1)
  70A0-70A5  (6)
  70A7-70A7  (1)
  70A9-70AA  (2)
  70AC-70AC  (1)
  70AE-70B0  (3)
  70B2-70B3  (2)
  70B5-70B5  (1)
  70B7-70BB  (5)
  70BD-70BD  (1)
  70BF-70C3  (5)
  70C5-70C5  (1)
  70C7-70C8  (2)
  70CA-70CB  (2)
  70CD-70CF  (3)
  70D1-70D2  (2)
  70D5-70D5  (1)
  70D9-70D9  (1)
  70DC-70DD  (2)
  70E0-70E0  (1)
  70E3-70E3  (1)
  70E5-70E7  (3)
  70E9-70EA  (2)
  70EC-70EF  (4)
  70F2-70F2  (1)
  70F4-70F6  (3)
  70F8-70FA  (3)
  70FC-70FF  (4)
  7126-7126  (1)
  7129-7129  (1)
  712B-712D  (3)
  7131-7132  (2)
  7134-7134  (1)
  71A7-71A7  (1)
  71AA-71AA  (1)
  71AD-71AD  (1)
  71B0-71B0  (1)
  71B2-71B7  (6)
  71B9-71BB  (3)
  71BE-71BE  (1)
  71C0-71C0  (1)
  71C3-71C3  (1)
  71C5-71C6  (2)
  71C8-71C9  (2)
  71CB-71CD  (3)
  71D0-71D0  (1)
  71D3-71D3  (1)
  71D6-71D6  (1)
  71D9-71DB  (3)
  71DE-71DE  (1)
  71E1-71E4  (4)
  71E6-71EA  (5)
  71EC-71EC  (1)
  71EE-71EE  (1)
  7349-7349  (1)
  734B-734B  (1)
  7358-7358  (1)
  735B-735C  (2)
  735F-7366  (8)
  7368-7368  (1)
  736B-736B  (1)
  736D-736D  (1)
  7370-7370  (1)
  7373-7373  (1)
  7376-7379  (4)
  737C-737E  (3)
  7380-7380  (1)
  7383-7383  (1)
  7386-7386  (1)
  7389-7389  (1)
[サブCPU データとして読まれた番地]
  0001-0002  (2)
  0011-0012  (2)
  0019-001A  (2)
  0021-0022  (2)
  002E-002F  (2)
  007F-0080  (2)
  0082-0083  (2)
  0085-0086  (2)
  0088-0089  (2)
  008B-008C  (2)
  008E-008F  (2)
  0091-0091  (1)
  0093-0094  (2)
  0096-0096  (1)
  0098-0099  (2)
  009C-009D  (2)
  009F-00A0  (2)
  00A2-00A3  (2)
  00A5-00A6  (2)
  00A8-00A8  (1)
  00AC-00AC  (1)
  00AF-00B0  (2)
  00B2-00B2  (1)
  00B4-00B4  (1)
  00B6-00B6  (1)
  00B8-00B8  (1)
  00BA-00BA  (1)
  00BF-00C0  (2)
  00C2-00C3  (2)
  00C5-00C6  (2)
  00C9-00C9  (1)
  00CD-00CD  (1)
  00D1-00D1  (1)
  00D4-00D4  (1)
  00EA-00EB  (2)
  00EE-00EE  (1)
  00F2-00F3  (2)
  00F6-00F6  (1)
  00F8-00F8  (1)
  00FA-00FA  (1)
  00FC-00FD  (2)
  00FF-00FF  (1)
  0101-0102  (2)
  0104-0104  (1)
  0106-0107  (2)
  0109-0109  (1)
  010B-010C  (2)
  010F-0110  (2)
  0113-0113  (1)
  011B-011C  (2)
  011F-0120  (2)
  0127-012A  (4)
  0131-0132  (2)
  0135-0136  (2)
  013F-0140  (2)
  0149-014A  (2)
  015E-015E  (1)
  0161-0161  (1)
  0164-0164  (1)
  0167-0167  (1)
  0169-016A  (2)
  016C-016C  (1)
  016E-016F  (2)
  0171-0171  (1)
  0173-0173  (1)
  0175-0176  (2)
  017A-017A  (1)
  017C-017C  (1)
  017E-017F  (2)
  0181-0181  (1)
  0183-0184  (2)
  0188-0189  (2)
  018C-018D  (2)
  0190-0190  (1)
  0193-0193  (1)
  0198-0198  (1)
  019C-019C  (1)
  019E-019F  (2)
  01A4-01A4  (1)
  01A6-01A7  (2)
  01AC-01AC  (1)
  01B0-01B1  (2)
  01B3-01B3  (1)
  01B8-01B8  (1)
  01BA-01BB  (2)
  01BF-01C0  (2)
  01C3-01C4  (2)
  01D0-01D0  (1)
  01D3-01D4  (2)
  01D6-01D6  (1)
  01DA-01DB  (2)
  01DF-01E0  (2)
  0266-0267  (2)
  026A-026B  (2)
  026D-026E  (2)
  0272-0272  (1)
  0276-0276  (1)
  027B-027C  (2)
  0282-0283  (2)
  0287-0287  (1)
  028B-028B  (1)
  028D-028E  (2)
  0292-0292  (1)
  029B-029B  (1)
  029E-029E  (1)
  02A0-02A0  (1)
  02A2-02A2  (1)
  02A5-02A6  (2)
  02A9-02A9  (1)
  02AB-02AB  (1)
  02AD-02AD  (1)
  02AF-02AF  (1)
  02B2-02B2  (1)
  02B5-02B6  (2)
  02B9-02BA  (2)
  02BF-02BF  (1)
  02D6-02D6  (1)
  02D8-02D9  (2)
  02DB-02DC  (2)
  02DF-02E0  (2)
  02E2-02E2  (1)
  02E4-02E5  (2)
  02E7-02E7  (1)
  02EE-02EE  (1)
  02F0-02F1  (2)
  02F3-02F4  (2)
  02F6-02F6  (1)
  02F8-02F9  (2)
  0301-0301  (1)
  0303-0303  (1)
  0307-0307  (1)
  030E-030E  (1)
  0317-0317  (1)
  0319-0319  (1)
  0333-0333  (1)
  033D-033E  (2)
  035E-035F  (2)
  0369-0369  (1)
  036F-036F  (1)
  0371-0372  (2)
  03EA-03EA  (1)
  03EF-03F0  (2)
  03F2-03F3  (2)
  03F6-03F7  (2)
  03FA-03FB  (2)
  0404-0404  (1)
  0407-0407  (1)
  040A-040A  (1)
  040C-040D  (2)
  040F-0410  (2)
  0416-0416  (1)
  041C-041D  (2)
  0426-0427  (2)
  0429-0429  (1)
  0430-0431  (2)
  0436-0436  (1)
  048D-048E  (2)
  0491-0492  (2)
  0494-0495  (2)
  049A-049B  (2)
  049D-049E  (2)
  04A0-04A0  (1)
  04A4-04A4  (1)
  04A6-04A7  (2)
  04E1-04E2  (2)
  04E5-04E5  (1)
  04EC-04EC  (1)
  04EE-04EF  (2)
  04F2-04F3  (2)
  04F7-04F7  (1)
  04FA-04FB  (2)
  04FE-04FE  (1)
  0501-0501  (1)
  0503-0504  (2)
  0506-0506  (1)
  0508-0509  (2)
  050C-050D  (2)
  050F-0510  (2)
  0512-0513  (2)
  0515-0516  (2)
  0521-0614  (244)
  06CA-06CB  (2)
  06CE-06CE  (1)
  06D0-06D0  (1)
  06D4-06D4  (1)
  06D6-06D6  (1)
  06DA-06DA  (1)
  06DC-06DC  (1)
  06DE-06DE  (1)
  06E2-06E2  (1)
  06E6-06E7  (2)
  06F0-06F0  (1)
  06F2-06F2  (1)
  06F4-06F4  (1)
  06F6-06F6  (1)
  06F9-06F9  (1)
  06FB-06FB  (1)
  06FD-06FD  (1)
  0701-0701  (1)
  0708-0708  (1)
  070A-070A  (1)
  070C-070C  (1)
  0711-0711  (1)
  0715-0715  (1)
  0719-071A  (2)
  071C-071C  (1)
  071F-071F  (1)
  0721-0721  (1)
  0723-0723  (1)
  0725-0725  (1)
  0729-0729  (1)
  0730-0730  (1)
  0732-0732  (1)
  0734-0734  (1)
  0736-0736  (1)
  0740-0740  (1)
  075F-075F  (1)
  077C-077C  (1)
  0780-0780  (1)
  0787-0787  (1)
  078A-078A  (1)
  078D-078D  (1)
  078F-078F  (1)
  0791-0791  (1)
  0795-0795  (1)
  079C-079C  (1)
  079F-079F  (1)
  07A2-07A2  (1)
  07A4-07A4  (1)
  07A6-07A6  (1)
  07B0-07B0  (1)
  07B2-07B3  (2)
  07D7-07D8  (2)
  07DB-07DC  (2)
  07DE-07DE  (1)
  07F0-07F0  (1)
  4000-47FF  (2048)
  5000-54FF  (1280)
  5501-5502  (2)
  5504-5505  (2)
  5507-5508  (2)
  550A-550B  (2)
  550D-550E  (2)
  5545-5569  (37)
  557A-5DC4  (2123)
  5E00-5E9F  (160)
  5F00-5F9F  (160)
  6500-6709  (522)
  671B-6723  (9)
  6733-6735  (3)
  6737-6739  (3)
  673B-673C  (2)
  6741-6743  (3)
  6745-6749  (5)
  675C-675F  (4)
  6761-6763  (3)
  6765-6767  (3)
  676D-676F  (3)
  6781-6782  (2)
  6789-6793  (11)
  6795-6796  (2)
  6798-679B  (4)
  679D-679F  (3)
  67B3-67B4  (2)
  67B6-67B9  (4)
  67C5-67C9  (5)
  67CD-67D5  (9)
  67DA-67DC  (3)
  67E4-67E7  (4)
  67E9-67F3  (11)
  680F-6811  (3)
  6815-681E  (10)
  684C-684E  (3)
  6858-6863  (12)
  6866-6869  (4)
  6880-6882  (3)
  6892-6893  (2)
  6895-689B  (7)
  689D-68A7  (11)
  68B0-68B1  (2)
  68D7-68DA  (4)
  68E1-68FF  (31)
  690C-690D  (2)
  690F-6910  (2)
  6915-699A  (134)
  69AC-69AD  (2)
  69B0-69B3  (4)
  69CE-69D2  (5)
  69D5-69D6  (2)
  69D9-69E0  (8)
  6A13-6A15  (3)
  6A1A-6A1C  (3)
  6A1F-6A23  (5)
  6A48-6A4B  (4)
  6A54-6A56  (3)
  6A6D-6A6F  (3)
  6A73-6A74  (2)
  6A97-6A99  (3)
  6AA8-6AAE  (7)
  6AB0-6AB5  (6)
  6B85-6B8A  (6)
  6BA3-6FFE  (1116)
  7002-7003  (2)
  7006-7006  (1)
  7008-700B  (4)
  700D-700D  (1)
  7012-7013  (2)
  7015-7015  (1)
  701E-701F  (2)
  7024-7025  (2)
  702F-702F  (1)
  7034-7037  (4)
  7042-704B  (10)
  704D-7050  (4)
  7052-7054  (3)
  705D-7069  (13)
  706B-7071  (7)
  7074-7075  (2)
  7077-7078  (2)
  707A-707A  (1)
  707D-708F  (19)
  7091-7091  (1)
  7094-7094  (1)
  7097-7097  (1)
  709B-709D  (3)
  709F-709F  (1)
  70A4-70A8  (5)
  70AB-70AE  (4)
  70B4-70B4  (1)
  70B7-70B8  (2)
  70BC-70BE  (3)
  70C4-70C4  (1)
  70C6-70C6  (1)
  70C8-70CC  (5)
  70D0-70D0  (1)
  70D3-70D4  (2)
  70DA-70DB  (2)
  70DE-70DF  (2)
  70E1-70E2  (2)
  70E4-70E7  (4)
  70E9-70EA  (2)
  70F0-70F1  (2)
  70F3-70F3  (1)
  70FB-7105  (11)
  7107-7108  (2)
  711C-7120  (5)
  7127-7128  (2)
  712A-712A  (1)
  712E-712E  (1)
  7133-7133  (1)
  7135-7137  (3)
  7151-7153  (3)
  7158-715C  (5)
  7174-7176  (3)
  71A6-71B9  (20)
  71BF-71BF  (1)
  71C1-71C5  (5)
  71C7-71E5  (31)
  71E8-71EB  (4)
  71EE-71F0  (3)
  720C-720E  (3)
  7212-7215  (4)
  7218-721C  (5)
  7236-723F  (10)
  7252-7255  (4)
  729D-729E  (2)
  72C6-72C7  (2)
  731C-731D  (2)
  732C-732D  (2)
  732F-7330  (2)
  7332-7333  (2)
  7335-7339  (5)
  733B-733C  (2)
  733E-7342  (5)
  734A-734A  (1)
  7355-7356  (2)
  7359-735A  (2)
  735D-7361  (5)
  7367-736A  (4)
  736C-736C  (1)
  736E-736F  (2)
  7371-7372  (2)
  7374-7375  (2)
  737A-737B  (2)
  737F-737F  (1)
  7381-7382  (2)
  7384-7385  (2)
  7387-7388  (2)
  738A-739A  (17)
  7EE0-7EF5  (22)
  7F00-7F01  (2)
  7F08-7F09  (2)
  7F14-7F17  (4)
  7F1C-7F1E  (3)
  7F21-7F21  (1)
  7FE8-7FFF  (24)
[サブCPU 書き込まれた番地]
  3F00-3F00  (1)
  3F06-3F07  (2)
  3F0C-3F0F  (4)
  4000-739F  (13216)
  7EE0-7EF5  (22)
  7F00-7F18  (25)
  7F1B-7F22  (8)
  7F42-7F42  (1)
  7FE8-7FFF  (24)
[サブCPU 入力された I/O ポート]
  00F8-00F8  (1)
  00FA-00FC  (3)
  00FE-00FE  (1)
[サブCPU 出力された I/O ポート]
  00F7-00F8  (2)
  00FB-00FB  (1)
  00FD-00FD  (1)
  00FF-00FF  (1)

